"NUMEROPT","CARACTERISTICA"
"6089/2020","Altura - Acesso por Cordas"
"6116/2020","Pressurizado"
"6122/2020","Pressurizado"
"6131/2020","Elétrico"
"6149/2020","Hidrojateamento"
"6149/2020","Andaime - Pós-Montagem/Utilização"
"6176/2020","Chama Aberta"
"6180/2020","Inibição em funções de Controle e Segurança"
"6184/2020","Mov. de Carga - Talhas, Pontes Rol e Paus de Carga"
"6191/2020","Pressurizado"
"6192/2020","Inibição em funções de Controle e Segurança"
"6193/2020","Inibição em funções de Controle e Segurança"
"6203/2020","Tratamento Mecânico e Pintura"
"6215/2020","Andaime - Pré-Montagem/Desmontagem"
"6230/2020","Pressurizado"
"6236/2020","Elétrico"
"6238/2020","Pressurizado"
"6239/2020","Elétrico"
"6242/2020","Elétrico"
"6257/2020","Serviço Crítico"
"6257/2020","Liberação de Tanques de Carga, Lastro e Slop"
"6260/2020","Serviço Crítico"
"6260/2020","Risco de Perda de Produção"
"6264/2020","Trabalhos em Pisos Gradeados"
"6272/2020","Elétrico"
"6276/2020","Pressurizado"
"6293/2020","Pressurizado"
"6297/2020","Espaço Confinado"
"6298/2020","Pressurizado"
"6307/2020","Pressurizado"
"6307/2020","Inibição em funções de Controle e Segurança"
"6315/2020","Inibição em funções de Controle e Segurança"
"6316/2020","Andaime - Pré-Montagem/Desmontagem"
"6328/2020","Elétrico"
"6342/2020","Tratamento Mecânico e Pintura"
"6361/2020","Inibição em funções de Controle e Segurança"
"6372/2020","Pressurizado"
"6378/2020","Uso de Marreta"
"6380/2020","Pressurizado"
"6394/2020","Espaço Confinado"
"6395/2020","Uso de Marreta"
"6397/2020","Sobre o Mar"
"6402/2020","Altura - Acesso por Cordas"
"6408/2020","Parafusadeira e Torqueadeira"
"6410/2020","Parafusadeira e Torqueadeira"
"6438/2020","Altura - Acesso por Cordas"
"6440/2020","Pressurizado"
"6457/2020","Pressurizado"
"6460/2020","Andaime - Pré-Montagem/Desmontagem"
"6484/2020","Uso de Marreta"
"6491/2020","Elétrico"
"6498/2020","Pressurizado"
"6519/2020","Uso de Marreta"
"6519/2020","Parafusadeira e Torqueadeira"
"6551/2020","Altura - Acesso por Cordas"
"6563/2020","Chama Aberta"
"6568/2020","Andaime - Pós-Montagem/Utilização"
"6573/2020","Andaime - Pós-Montagem/Utilização"
"6583/2020","Elétrico"
"6603/2020","Intervenção Automação - PLC"
"6628/2020","Altura - Acesso por Cordas"
"6636/2020","Acesso e trabalho em casas de bombas"
"6648/2020","Espaço Confinado"
"6653/2020","Elétrico"
"6670/2020","Andaime - Pós-Montagem/Utilização"
"6676/2020","Espaço Confinado"
"6692/2020","Pressurizado"
"6692/2020","Altura - Acesso por Cordas"
"6695/2020","Uso de Marreta"
"6700/2020","Andaime - Pré-Montagem/Desmontagem"
"6708/2020","Andaime - Pré-Montagem/Desmontagem"
"6722/2020","Pressurizado"
"6724/2020","Elétrico"
"6737/2020","Pressurizado"
"6737/2020","Acesso e trabalho em casas de bombas"
"6743/2020","Espaço Confinado"
"6749/2020","Andaime - Pré-Montagem/Desmontagem"
"6760/2020","Pressurizado"
"6764/2020","Andaime - Pós-Montagem/Utilização"
"6784/2020","Andaime - Pré-Montagem/Desmontagem"
"6790/2020","Andaime - Pós-Montagem/Utilização"
"6790/2020","Uso de Marreta"
"6819/2020","Elétrico"
"6830/2020","Pressurizado"
"6844/2020","Chama Aberta"
"6847/2020","Mov. de Carga - Talhas, Pontes Rol e Paus de Carga"
"6849/2020","Pressurizado"
"6851/2020","Pressurizado"
"6852/2020","Pressurizado"
"6865/2020","Pressurizado"
"6866/2020","Espaço Confinado"
"6870/2020","Elétrico"
"6883/2020","Andaime - Pós-Montagem/Utilização"
"6888/2020","Chama Aberta"
"6890/2020","Pressurizado"
"6909/2020","Andaime - Pré-Montagem/Desmontagem"
"6946/2020","Pressurizado"
"6966/2020","Intervenção Automação - PLC"
"6972/2020","Pressurizado"
"6974/2020","Pressurizado"
"6983/2020","Pressurizado"
"6991/2020","Andaime - Pós-Montagem/Utilização"
"7030/2020","Pressurizado"
"7032/2020","Andaime - Pós-Montagem/Utilização"
"7035/2020","Pressurizado"
"7035/2020","Altura - Acesso por Cordas"
"7038/2020","Andaime - Pós-Montagem/Utilização"
"7038/2020","Esmerilhadeira e Lixadeira"
"7042/2020","Altura - Acesso por Cordas"
"7043/2020","Pressurizado"
"7048/2020","Pressurizado"
"7061/2020","Inibição em funções de Controle e Segurança"
"7064/2020","Inibição em funções de Controle e Segurança"
"7067/2020","Elétrico"
"7075/2020","Acesso e trabalho em casas de bombas"
"7086/2020","Chama Aberta"
"7091/2020","Espaço Confinado"
"7091/2020","Altura - Acesso por Cordas"
"7105/2020","Altura - Acesso por Cordas"
"7113/2020","Elétrico"
"7118/2020","Pressurizado"
"7118/2020","Altura - Acesso por Cordas"
"7124/2020","Espaço Confinado"
"7126/2020","Serviço Crítico"
"7135/2020","Altura - Acesso por Cordas"
"7141/2020","Tratamento manual e pintura"
"7144/2020","Elétrico"
"7148/2020","Andaime - Pré-Montagem/Desmontagem"
"7156/2020","Elétrico"
"7162/2020","Tratamento Mecânico e Pintura"
"7165/2020","Serviço Crítico"
"7172/2020","Altura - Acesso por Cordas"
"7193/2020","Pressurizado"
"7195/2020","Esmerilhadeira e Lixadeira"
"7215/2020","Chama Aberta"
"7227/2020","Chama Aberta"
"7237/2020","Andaime - Pós-Montagem/Utilização"
"7237/2020","Raquetes e Flanges Cegos"
"7244/2020","Espaço Confinado"
"7251/2020","Andaime - Pós-Montagem/Utilização"
"7252/2020","Pressurizado"
"7281/2020","Andaime - Pré-Montagem/Desmontagem"
"7292/2020","Serviço Crítico"
"7306/2020","Pressurizado"
"7322/2020","Mov. de Carga - Talhas, Pontes Rol e Paus de Carga"
"7371/2020","Espaço Confinado"
"7377/2020","Mov. de Carga - Talhas, Pontes Rol e Paus de Carga"
"7378/2020","Pressurizado"
"7394/2020","Pressurizado"
"7413/2020","Substituição de PSV"
"7416/2020","Pressurizado"
"7416/2020","Uso de Marreta"
"7424/2020","Pressurizado"
"7426/2020","Pressurizado"
"7435/2020","Elétrico"
"7441/2020","Uso de Marreta"
"7445/2020","Altura - Acesso por Cordas"
"7460/2020","Mov. de Carga - Talhas, Pontes Rol e Paus de Carga"
"7460/2020","Substituição de PSV"
"7476/2020","Andaime - Pré-Montagem/Desmontagem"
"7495/2020","Hidrojateamento"
"7496/2020","Tratamento Mecânico e Pintura"
"7539/2020","Andaime - Pós-Montagem/Utilização"
"7546/2020","Intervenção Automação - PLC"
"7555/2020","Risco de Perda de Produção"
"7555/2020","Intervenção Automação - PLC"
"7574/2020","Uso de Marreta"
"7587/2020","Esmerilhadeira e Lixadeira"
"7595/2020","Pressurizado"
"7599/2020","Andaime - Pós-Montagem/Utilização"
"7602/2020","Acesso e trabalho em casas de bombas"
"7612/2020","Elétrico"
"7614/2020","Inibição em funções de Controle e Segurança"
"7626/2020","Chama Aberta"
"7660/2020","Tratamento Mecânico e Pintura"
"7667/2020","Andaime - Pré-Montagem/Desmontagem"
"7669/2020","Tratamento manual e pintura"
"7681/2020","Esmerilhadeira e Lixadeira"
"7683/2020","Pressurizado"
"7683/2020","Uso de Marreta"
"7709/2020","Andaime - Pré-Montagem/Desmontagem"
"7718/2020","Elétrico"
"7732/2020","Andaime - Pré-Montagem/Desmontagem"
"7733/2020","Esmerilhadeira e Lixadeira"
"7733/2020","Uso de Marreta"
"7758/2020","Elétrico"
"7764/2020","Altura - Acesso por Cordas"
"7767/2020","Andaime - Pós-Montagem/Utilização"
"7778/2020","Risco de Perda de Produção"
"7787/2020","Andaime - Pré-Montagem/Desmontagem"
"7795/2020","Pressurizado"
"7804/2020","Altura - Acesso por Cordas"
"7807/2020","Pressurizado"
"7818/2020","Inibição em funções de Controle e Segurança"
"7823/2020","Andaime - Pós-Montagem/Utilização"
"7842/2020","Andaime - Pós-Montagem/Utilização"
"7847/2020","Chama Aberta"
"7848/2020","Espaço Confinado"
"7863/2020","Andaime - Pré-Montagem/Desmontagem"
"7864/2020","Andaime - Pré-Montagem/Desmontagem"
"7900/2020","Andaime - Pré-Montagem/Desmontagem"
"7902/2020","Pressurizado"
"7917/2020","Elétrico"
"7941/2020","Uso de Marreta"
"7943/2020","Uso de Marreta"
"7957/2020","Pressurizado"
"7958/2020","Andaime - Pré-Montagem/Desmontagem"
"7965/2020","Andaime - Pré-Montagem/Desmontagem"
"7971/2020","Inibição em funções de Controle e Segurança"
"7974/2020","Andaime - Pré-Montagem/Desmontagem"
"7975/2020","Pressurizado"
"7988/2020","Chama Aberta"
"8000/2020","Altura - Acesso por Cordas"
"8013/2020","Andaime - Pós-Montagem/Utilização"
"8044/2020","Pressurizado"
"8062/2020","Andaime - Pós-Montagem/Utilização"
"8063/2020","Andaime - Pós-Montagem/Utilização"
"8071/2020","Altura - Acesso por Cordas"
"8084/2020","Chama Aberta"
"8111/2020","Chama Aberta"
"8117/2020","Andaime - Pré-Montagem/Desmontagem"
"8122/2020","Mov. de Carga - Talhas, Pontes Rol e Paus de Carga"
"8124/2020","Andaime - Pré-Montagem/Desmontagem"
"8133/2020","Sobre o Mar"
"8133/2020","Andaime - Pré-Montagem/Desmontagem"
"8134/2020","Altura - Acesso por Cordas"
"8139/2020","Substituição de PSV"
"8145/2020","Altura - Acesso por Cordas"
"8161/2020","Tratamento Mecânico e Pintura"
"8170/2020","Andaime - Pós-Montagem/Utilização"
"8189/2020","Andaime - Pré-Montagem/Desmontagem"
"8195/2020","Pressurizado"
"8204/2020","Pressurizado"
"8220/2020","Mov. de Carga - Talhas, Pontes Rol e Paus de Carga"
"8224/2020","Pressurizado"
"8228/2020","Elétrico"
"8243/2020","Espaço Confinado"
"8247/2020","Serviço Crítico"
"8247/2020","Parafusadeira e Torqueadeira"
"8252/2020","Altura - Acesso por Cordas"
"8255/2020","Pressurizado"
"8263/2020","Andaime - Pré-Montagem/Desmontagem"
"8278/2020","Esmerilhadeira e Lixadeira"
"8302/2020","Andaime - Pós-Montagem/Utilização"
"8310/2020","Intervenção Automação - PLC"
"8315/2020","Elétrico"
"8318/2020","Elétrico"
"8330/2020","Tratamento Mecânico e Pintura"
"8333/2020","Risco de Perda de Produção"
"8333/2020","Andaime - Pós-Montagem/Utilização"
"8333/2020","Parafusadeira e Torqueadeira"
"8334/2020","Andaime - Pré-Montagem/Desmontagem"
"8348/2020","Tratamento Mecânico e Pintura"
"8363/2020","Chama Aberta"
"8368/2020","Sobre o Mar"
"8370/2020","Andaime - Pré-Montagem/Desmontagem"
"8391/2020","Andaime - Pré-Montagem/Desmontagem"
"8392/2020","Andaime - Pós-Montagem/Utilização"
"8395/2020","Chama Aberta"
"8404/2020","Chama Aberta"
"8405/2020","Tratamento Mecânico e Pintura"
"8416/2020","Andaime - Pré-Montagem/Desmontagem"
"8417/2020","Andaime - Pré-Montagem/Desmontagem"
"8420/2020","Intervenção Automação - PLC"
"8453/2020","Risco de Perda de Produção"
"8457/2020","Risco de Perda de Produção"
"8468/2020","Chama Aberta"
"8468/2020","Esmerilhadeira e Lixadeira"
"8473/2020","Chama Aberta"
"8479/2020","Andaime - Pós-Montagem/Utilização"
"8480/2020","Chama Aberta"
"8480/2020","Mov. de Carga - Talhas, Pontes Rol e Paus de Carga"
"8499/2020","Risco de Perda de Produção"
"8501/2020","Pressurizado"
"8519/2020","Pressurizado"
"8519/2020","Inibição em funções de Controle e Segurança"
"8523/2020","Andaime - Pós-Montagem/Utilização"
"8530/2020","Inibição em funções de Controle e Segurança"
"8538/2020","Pressurizado"
"8542/2020","Tratamento Mecânico e Pintura"
"8548/2020","Elétrico"
"8558/2020","Esmerilhadeira e Lixadeira"
"8578/2020","Andaime - Pré-Montagem/Desmontagem"
"8585/2020","Andaime - Pré-Montagem/Desmontagem"
"8587/2020","Mov. de Carga - Talhas, Pontes Rol e Paus de Carga"
"8607/2020","Teste Hidrostático"
"8613/2020","Elétrico"
"8616/2020","Andaime - Pré-Montagem/Desmontagem"
"8623/2020","Andaime - Pré-Montagem/Desmontagem"
"8628/2020","Pressurizado"
"8629/2020","Intervenção Automação - PLC"
"8633/2020","Raquetes e Flanges Cegos"
"8638/2020","Andaime - Pós-Montagem/Utilização"
"8666/2020","Andaime - Pré-Montagem/Desmontagem"
"8670/2020","Intervenção Automação - PLC"
"8671/2020","Chama Aberta"
"8680/2020","Andaime - Pré-Montagem/Desmontagem"
"8687/2020","Elétrico"
"8692/2020","Andaime - Pré-Montagem/Desmontagem"
"8693/2020","Risco de Perda de Produção"
"8698/2020","Chama Aberta"
"8699/2020","Chama Aberta"
"8711/2020","Tratamento Mecânico e Pintura"
"8729/2020","Elétrico"
"8730/2020","Chama Aberta"
"8731/2020","Andaime - Pré-Montagem/Desmontagem"
"8735/2020","Pressurizado"
"8736/2020","Andaime - Pós-Montagem/Utilização"
"8747/2020","Elétrico"
"8770/2020","Pressurizado"
"8775/2020","Andaime - Pós-Montagem/Utilização"
"8781/2020","Elétrico"
"8782/2020","Chama Aberta"
"8783/2020","Chama Aberta"
"8805/2020","Substituição de PSV"
"8808/2020","Altura - Acesso por Cordas"
"8828/2020","Andaime - Pré-Montagem/Desmontagem"
"8837/2020","Altura - Acesso por Cordas"
"8882/2020","Altura - Acesso por Cordas"
"8893/2020","Noturno"
"8901/2020","Andaime - Pós-Montagem/Utilização"
"8905/2020","Pressurizado"
"8909/2020","Hidrojateamento"
"8919/2020","Chama Aberta"
"8932/2020","Substituição de PSV"
"8935/2020","Teste Hidrostático"
"8940/2020","Andaime - Pós-Montagem/Utilização"
"8950/2020","Mov. de Carga - Talhas, Pontes Rol e Paus de Carga"
"8953/2020","Chama Aberta"
"8954/2020","Tratamento Mecânico e Pintura"
"8979/2020","Parafusadeira e Torqueadeira"
"8983/2020","Mov. de Carga - Talhas, Pontes Rol e Paus de Carga"
"8993/2020","Andaime - Pré-Montagem/Desmontagem"
"8994/2020","Chama Aberta"
"8994/2020","Andaime - Pós-Montagem/Utilização"
"8994/2020","Mov. de Carga - Talhas, Pontes Rol e Paus de Carga"
"8996/2020","Andaime - Pré-Montagem/Desmontagem"
"9000/2020","Altura - Acesso por Cordas"
"9001/2020","Altura - Acesso por Cordas"
"9010/2020","Esmerilhadeira e Lixadeira"
"9013/2020","Esmerilhadeira e Lixadeira"
"9015/2020","Andaime - Pós-Montagem/Utilização"
"9024/2020","Elétrico"
"9029/2020","Acesso e trabalho em casas de bombas"
"9047/2020","Andaime - Pré-Montagem/Desmontagem"
"9052/2020","Chama Aberta"
"9055/2020","Andaime - Pré-Montagem/Desmontagem"
"9060/2020","Pressurizado"
"9062/2020","Chama Aberta"
"9066/2020","Tratamento Mecânico e Pintura"
"9069/2020","Elétrico"
"9078/2020","Movimentação de Carga"
"9089/2020","Chama Aberta"
"9103/2020","Esmerilhadeira e Lixadeira"
"9107/2020","Pressurizado"
"9109/2020","Esmerilhadeira e Lixadeira"
"9120/2020","Altura - Acesso por Cordas"
"9124/2020","Andaime - Pós-Montagem/Utilização"
"9126/2020","Teste Hidrostático"
"9147/2020","Elétrico"
"9154/2020","Altura - Acesso por Cordas"
"9172/2020","Pressurizado"
"9179/2020","Elétrico"
"9181/2020","Espaço Confinado"
"9206/2020","Andaime - Pré-Montagem/Desmontagem"
"9209/2020","Andaime - Pré-Montagem/Desmontagem"
"9211/2020","Sobre o Mar"
"9254/2020","Sobre o Mar"
"9257/2020","Movimentação de Carga"
"9264/2020","Mov. de Carga - Talhas, Pontes Rol e Paus de Carga"
"9267/2020","Chama Aberta"
"9278/2020","Pressurizado"
"9278/2020","Uso de Marreta"
"9283/2020","Andaime - Pós-Montagem/Utilização"
"9290/2020","Chama Aberta"
"9290/2020","Esmerilhadeira e Lixadeira"
"9292/2020","Chama Aberta"
"9292/2020","Noturno"
"9304/2020","Andaime - Pós-Montagem/Utilização"
"9306/2020","Pressurizado"
"9307/2020","Altura - Acesso por Cordas"
"9309/2020","Mov. de Carga - Talhas, Pontes Rol e Paus de Carga"
"9334/2020","Inibição em funções de Controle e Segurança"
"9353/2020","Hidrojateamento"
"9363/2020","Serviço Crítico"
"9366/2020","Altura - Acesso por Cordas"
"9367/2020","Tratamento manual e pintura"
"9376/2020","Andaime - Pós-Montagem/Utilização"
"9380/2020","Andaime - Pós-Montagem/Utilização"
"9382/2020","Andaime - Pós-Montagem/Utilização"
"9400/2020","Chama Aberta"
"9401/2020","Andaime - Pós-Montagem/Utilização"
"9402/2020","Altura - Acesso por Cordas"
"9409/2020","Altura - Acesso por Cordas"
"9417/2020","Andaime - Pós-Montagem/Utilização"
"9422/2020","Tratamento Mecânico e Pintura"
"9447/2020","Esmerilhadeira e Lixadeira"
"9455/2020","Espaço Confinado"
"9456/2020","Uso de Marreta"
"9475/2020","Mov. de Carga - Talhas, Pontes Rol e Paus de Carga"
"9478/2020","Chama Aberta"
"9500/2020","Tratamento Mecânico e Pintura"
"9501/2020","Parafusadeira e Torqueadeira"
"9503/2020","Pressurizado"
"9506/2020","Andaime - Pré-Montagem/Desmontagem"
"9524/2020","Altura - Acesso por Cordas"
"9532/2020","Andaime - Pós-Montagem/Utilização"
"9541/2020","Andaime - Pré-Montagem/Desmontagem"
"9548/2020","Chama Aberta"
"9556/2020","Tratamento Mecânico e Pintura"
"9561/2020","Chama Aberta"
"9563/2020","Serviço Crítico"
"9563/2020","Hidrojateamento"
"9564/2020","Tratamento manual e pintura"
"9572/2020","Altura - Acesso por Cordas"
"9575/2020","Andaime - Pré-Montagem/Desmontagem"
"9602/2020","Uso de Marreta"
"9611/2020","Elétrico"
"9616/2020","Mov. de Carga - Talhas, Pontes Rol e Paus de Carga"
"9619/2020","Andaime - Pós-Montagem/Utilização"
"9621/2020","Mov. de Carga - Talhas, Pontes Rol e Paus de Carga"
"9636/2020","Elétrico"
"9637/2020","Elétrico"
"9656/2020","Mov. de Carga - Talhas, Pontes Rol e Paus de Carga"
"9659/2020","Altura - Acesso por Cordas"
"9671/2020","Mov. de Carga - Talhas, Pontes Rol e Paus de Carga"
"9677/2020","Risco de Perda de Produção"
"9687/2020","Chama Aberta"
"9723/2020","Andaime - Pós-Montagem/Utilização"
"9736/2020","Uso de Marreta"
"9740/2020","Serviço Crítico"
"9746/2020","Tratamento Mecânico e Pintura"
"9748/2020","Andaime - Pré-Montagem/Desmontagem"
"9762/2020","Chama Aberta"
"9775/2020","Esmerilhadeira e Lixadeira"
"9776/2020","Espaço Confinado"
"9783/2020","Tratamento Mecânico e Pintura"
"9783/2020","Tratamento manual e pintura"
"9787/2020","Chama Aberta"
"9790/2020","Movimentação de Carga"
"9790/2020","Mov. de Carga - Talhas, Pontes Rol e Paus de Carga"
"9791/2020","Andaime - Pré-Montagem/Desmontagem"
"9794/2020","Pressurizado"
"9798/2020","Andaime - Pré-Montagem/Desmontagem"
"9809/2020","Elétrico"
"9819/2020","Pressurizado"
"9824/2020","Sobre o Mar"
"9825/2020","Andaime - Pré-Montagem/Desmontagem"
"9829/2020","Tratamento Mecânico e Pintura"
"9833/2020","Tratamento Mecânico e Pintura"
"9841/2020","Andaime - Pós-Montagem/Utilização"
"9843/2020","Elétrico"
"9844/2020","Chama Aberta"
"9848/2020","Esmerilhadeira e Lixadeira"
"9851/2020","Chama Aberta"
"9861/2020","Andaime - Pré-Montagem/Desmontagem"
"9862/2020","Tratamento Mecânico e Pintura"
"9890/2020","Andaime - Pós-Montagem/Utilização"
"9899/2020","Pressurizado"
"9912/2020","Mov. de Carga - Talhas, Pontes Rol e Paus de Carga"
"9914/2020","Andaime - Pré-Montagem/Desmontagem"
"9917/2020","Andaime - Pré-Montagem/Desmontagem"
"9920/2020","Elétrico"
"9933/2020","Pressurizado"
"9943/2020","Chama Aberta"
"9947/2020","Chama Aberta"
"9959/2020","Andaime - Pré-Montagem/Desmontagem"
"9976/2020","Andaime - Pós-Montagem/Utilização"
